bin_id,scenario_id,num_vehicles,num_valid_vehicles,total_steps,interaction_events,sdc_interaction_steps,sdc_interactions_total,unique_pairs_in_interaction,score_per_step,json_path
140,0793376e684d554e,150,99,150,502,2,2,25,3.3466666666666667,data/nuplan_gpudrive/nuplan/nuplan_0793376e684d554e.json
141,07bdde1489855ca7,77,57,150,75,0,0,4,0.5,data/nuplan_gpudrive/nuplan/nuplan_07bdde1489855ca7.json
142,07ccbdaff76554f1,359,86,151,251,0,0,13,1.6622516556291391,data/nuplan_gpudrive/nuplan/nuplan_07ccbdaff76554f1.json
143,07d1deea16d85c90,86,46,150,33,9,9,5,0.22,data/nuplan_gpudrive/nuplan/nuplan_07d1deea16d85c90.json
144,07d22787d6415bcb,64,59,150,39,22,22,6,0.26,data/nuplan_gpudrive/nuplan/nuplan_07d22787d6415bcb.json
145,07e1b063b16d5def,122,87,151,306,53,58,16,2.0264900662251657,data/nuplan_gpudrive/nuplan/nuplan_07e1b063b16d5def.json
146,07edb1b0d12058c9,172,52,150,505,0,0,16,3.3666666666666667,data/nuplan_gpudrive/nuplan/nuplan_07edb1b0d12058c9.json
147,07f7cec678c15a02,68,35,150,18,0,0,2,0.12,data/nuplan_gpudrive/nuplan/nuplan_07f7cec678c15a02.json
148,07fa4ed6453f5de9,49,41,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_07fa4ed6453f5de9.json
149,083fb1cf2dec503d,99,63,200,46,0,0,1,0.23,data/nuplan_gpudrive/nuplan/nuplan_083fb1cf2dec503d.json
150,086444d5f58059ad,81,53,150,43,0,0,3,0.2866666666666667,data/nuplan_gpudrive/nuplan/nuplan_086444d5f58059ad.json
151,0866167637bf55c7,193,67,201,278,20,20,20,1.3830845771144278,data/nuplan_gpudrive/nuplan/nuplan_0866167637bf55c7.json
152,0873976439745ec8,93,36,150,146,2,2,14,0.9733333333333334,data/nuplan_gpudrive/nuplan/nuplan_0873976439745ec8.json
153,087c169d1b54578d,108,91,151,95,22,22,7,0.6291390728476821,data/nuplan_gpudrive/nuplan/nuplan_087c169d1b54578d.json
154,08806b0587cb599e,118,23,201,77,64,77,2,0.38308457711442784,data/nuplan_gpudrive/nuplan/nuplan_08806b0587cb599e.json
155,0884baa3160d57dd,95,77,200,175,49,49,6,0.875,data/nuplan_gpudrive/nuplan/nuplan_0884baa3160d57dd.json
156,0893987c1bc954ea,172,50,201,777,60,60,23,3.8656716417910446,data/nuplan_gpudrive/nuplan/nuplan_0893987c1bc954ea.json
157,08a029c0399559bd,7,7,200,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_08a029c0399559bd.json
158,08a3a98138d25e3f,32,25,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_08a3a98138d25e3f.json
159,08b6bd8e83c2573d,288,112,201,106,0,0,12,0.527363184079602,data/nuplan_gpudrive/nuplan/nuplan_08b6bd8e83c2573d.json
160,08c0c325667e544a,111,94,150,134,0,0,17,0.8933333333333333,data/nuplan_gpudrive/nuplan/nuplan_08c0c325667e544a.json
161,08ca34e0781a573d,162,54,150,201,0,0,8,1.34,data/nuplan_gpudrive/nuplan/nuplan_08ca34e0781a573d.json
162,08cdec89b6cb59c5,128,126,150,461,15,15,28,3.0733333333333333,data/nuplan_gpudrive/nuplan/nuplan_08cdec89b6cb59c5.json
163,08ce278ee4585a6a,206,83,150,814,91,112,35,5.426666666666667,data/nuplan_gpudrive/nuplan/nuplan_08ce278ee4585a6a.json
164,08d4e1afdc695555,44,31,150,86,41,41,2,0.5733333333333334,data/nuplan_gpudrive/nuplan/nuplan_08d4e1afdc695555.json
165,08dc061c7e1351c8,57,26,151,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_08dc061c7e1351c8.json
166,08dceddf7ad75e1a,105,76,150,280,5,5,18,1.8666666666666667,data/nuplan_gpudrive/nuplan/nuplan_08dceddf7ad75e1a.json
167,08fe5ea2efae5822,22,18,200,6,0,0,1,0.03,data/nuplan_gpudrive/nuplan/nuplan_08fe5ea2efae5822.json
168,09077313307753c9,6,4,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_09077313307753c9.json
169,09366a42bebb5ea9,82,45,150,6,0,0,1,0.04,data/nuplan_gpudrive/nuplan/nuplan_09366a42bebb5ea9.json
170,097674e8e3a4577d,187,67,150,355,88,95,12,2.3666666666666667,data/nuplan_gpudrive/nuplan/nuplan_097674e8e3a4577d.json
171,09773e749ead5b00,261,75,150,71,6,6,9,0.47333333333333333,data/nuplan_gpudrive/nuplan/nuplan_09773e749ead5b00.json
172,097e858384655c07,147,72,150,303,44,44,10,2.02,data/nuplan_gpudrive/nuplan/nuplan_097e858384655c07.json
173,0992f90119eb5cf8,142,38,150,7,0,0,1,0.04666666666666667,data/nuplan_gpudrive/nuplan/nuplan_0992f90119eb5cf8.json
174,09a1131e04d357a1,49,8,150,6,6,6,1,0.04,data/nuplan_gpudrive/nuplan/nuplan_09a1131e04d357a1.json
175,09b021416c715e1a,728,122,201,699,58,58,51,3.4776119402985075,data/nuplan_gpudrive/nuplan/nuplan_09b021416c715e1a.json
176,09c7c8a3ab845cc6,22,4,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_09c7c8a3ab845cc6.json
177,09d14814b58f58f7,74,29,200,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_09d14814b58f58f7.json
178,09d4a693622b5dc6,100,54,150,104,0,0,7,0.6933333333333334,data/nuplan_gpudrive/nuplan/nuplan_09d4a693622b5dc6.json
179,09f3f619fc3f53bd,187,48,201,81,0,0,5,0.40298507462686567,data/nuplan_gpudrive/nuplan/nuplan_09f3f619fc3f53bd.json
180,09f8c49ec9985628,46,41,150,35,0,0,1,0.23333333333333334,data/nuplan_gpudrive/nuplan/nuplan_09f8c49ec9985628.json
181,0a00a15d88c551a5,56,47,150,122,0,0,8,0.8133333333333334,data/nuplan_gpudrive/nuplan/nuplan_0a00a15d88c551a5.json
182,0a049ff593c25458,45,27,150,7,0,0,2,0.04666666666666667,data/nuplan_gpudrive/nuplan/nuplan_0a049ff593c25458.json
183,0a0da112606d5a79,129,53,151,374,126,126,16,2.4768211920529803,data/nuplan_gpudrive/nuplan/nuplan_0a0da112606d5a79.json
184,0a15faca9a6651f9,193,75,150,326,0,0,17,2.1733333333333333,data/nuplan_gpudrive/nuplan/nuplan_0a15faca9a6651f9.json
185,0a162b0caf87573f,92,60,150,410,0,0,10,2.7333333333333334,data/nuplan_gpudrive/nuplan/nuplan_0a162b0caf87573f.json
186,0a18c9fb8a7f5f1e,46,44,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_0a18c9fb8a7f5f1e.json
187,0a213c9d4ba1507f,93,79,150,18,0,0,1,0.12,data/nuplan_gpudrive/nuplan/nuplan_0a213c9d4ba1507f.json
188,0a2339fc98cb5690,228,139,201,751,66,75,53,3.736318407960199,data/nuplan_gpudrive/nuplan/nuplan_0a2339fc98cb5690.json
189,0a26fed53a2958b3,122,121,150,267,0,0,19,1.78,data/nuplan_gpudrive/nuplan/nuplan_0a26fed53a2958b3.json
190,0a3dbecda70751c6,35,28,150,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_0a3dbecda70751c6.json
191,0a5e030a89175386,17,15,150,6,6,6,2,0.04,data/nuplan_gpudrive/nuplan/nuplan_0a5e030a89175386.json
192,0a67c3581c5357a6,296,68,150,399,95,95,19,2.66,data/nuplan_gpudrive/nuplan/nuplan_0a67c3581c5357a6.json
193,0a67cff238e15cf5,223,90,151,10,0,0,1,0.06622516556291391,data/nuplan_gpudrive/nuplan/nuplan_0a67cff238e15cf5.json
194,0a6872875909564d,4,2,201,0,0,0,0,0.0,data/nuplan_gpudrive/nuplan/nuplan_0a6872875909564d.json
195,0a700bdd62735386,26,14,201,13,0,0,2,0.06467661691542288,data/nuplan_gpudrive/nuplan/nuplan_0a700bdd62735386.json
196,0a7c2d8682e95b88,77,50,151,309,41,41,15,2.0463576158940397,data/nuplan_gpudrive/nuplan/nuplan_0a7c2d8682e95b88.json
197,0a86cc2105bc56ac,72,68,150,122,0,0,13,0.8133333333333334,data/nuplan_gpudrive/nuplan/nuplan_0a86cc2105bc56ac.json
198,0a986d0016b75428,146,89,150,234,11,11,22,1.56,data/nuplan_gpudrive/nuplan/nuplan_0a986d0016b75428.json
